text,category,sentiment
四平路站早高峰太挤了 for commuters,Crowding,negative
Zhongshan Park had a serious delay this morning during rush hour,Delay,negative
Siping Rd was on time today,Delay,positive
豫园站扶梯口推搡很危险 during rush hour,Safety,negative
Yishan Rd was quiet today，影响通勤体验,Noise,positive
Pudong Intl Airport had a serious delay this morning，请尽快处理,Delay,negative
陆家嘴站广播太响，噪音很大，请尽快处理,Noise,negative
世纪大道站今天晚点太严重了，请尽快处理,Delay,negative
Zhongshan Park elevator is broken and not accessible today,Accessibility,negative
徐家汇站今天人流顺畅 today,Crowding,positive
上海火车站站有一些乘客排队 today,Other,neutral
世纪大道站电梯坏了，很不方便，请尽快处理,Accessibility,negative
Hongqiao Railway Stn is clean and comfortable,Cleanliness,positive
Hailun Rd feels unsafe at the platform，影响通勤体验,Safety,negative
陕西南路站电梯坏了，很不方便 during rush hour,Accessibility,negative
Laoximen is packed during rush hour for commuters,Crowding,negative
Yu Garden elevator is broken and not accessible,Accessibility,negative
豫园站今天很准时，影响通勤体验,Delay,positive
虹口足球场站今天人流顺畅 for commuters,Crowding,positive
东方体育中心站电梯方便，无障碍体验很好，影响通勤体验,Accessibility,positive
Changshu Rd feels unsafe at the platform during rush hour,Safety,negative
南京东路站地面有垃圾，卫生不好 for commuters,Cleanliness,negative
大世界站很干净 for commuters,Cleanliness,positive
世纪大道站秩序很好，很安全 today,Safety,positive
Hongqiao Railway Stn feels unsafe at the platform during rush hour,Safety,negative
老西门站扶梯口推搡很危险，请尽快处理,Safety,negative
常熟路站电梯方便，无障碍体验很好 during rush hour,Accessibility,positive
上海南站站今天晚点太严重了 today,Delay,negative
中山公园站秩序很好，很安全 during rush hour,Safety,positive
宜山路站早高峰太挤了 for commuters,Crowding,negative
南京东路站秩序很好，很安全 for commuters,Safety,positive
豫园站人多到挤不上车,Crowding,negative
大世界站施工声音太吵,Noise,negative
Dashijie is too noisy today，影响通勤体验,Noise,negative
Laoximen was not crowded today,Crowding,positive
Zhongshan Park feels safe and well managed,Safety,positive
Zhenping Rd elevator is broken and not accessible，影响通勤体验,Accessibility,negative
莘庄站今天客流正常,Other,neutral
曹杨路站很干净,Cleanliness,positive
Lujiazui feels safe and well managed for commuters,Safety,positive
Zhongshan Park feels safe and well managed，影响通勤体验,Safety,positive
老西门站今天很安静，影响通勤体验,Noise,positive
静安寺站地面有垃圾，卫生不好 today,Cleanliness,negative
Shaanxi S. Rd elevator is broken and not accessible，请尽快处理,Accessibility,negative
常熟路站今天很准时，请尽快处理,Delay,positive
静安寺站施工声音太吵 for commuters,Noise,negative
徐家汇站电梯坏了，很不方便 for commuters,Accessibility,negative
South Shanghai Railway feels safe and well managed for commuters,Safety,positive
Oriental Sports Ctr feels dirty today today,Cleanliness,negative
Hongkou Stadium had a serious delay this morning today,Delay,negative
South Shanghai Railway is clean and comfortable for commuters,Cleanliness,positive
南京东路站施工声音太吵 during rush hour,Noise,negative
People's Square feels dirty today，影响通勤体验,Cleanliness,negative
Hongqiao Railway Stn feels unsafe at the platform during rush hour,Safety,negative
陆家嘴站施工声音太吵，请尽快处理,Noise,negative
大世界站施工声音太吵 during rush hour,Noise,negative
汉中路站今天人流顺畅，影响通勤体验,Crowding,positive
海伦路站很干净，影响通勤体验,Cleanliness,positive
老西门站今天客流正常 for commuters,Other,neutral
陕西南路站秩序很好，很安全，影响通勤体验,Safety,positive
江苏路站今天很安静 during rush hour,Noise,positive
浦东机场站人流组织不好，存在安全问题 for commuters,Safety,negative
Dashijie was not crowded today,Crowding,positive
曹杨路站今天很准时,Delay,positive
陆家嘴站今天很安静，影响通勤体验,Noise,positive
Xujiahui has normal passenger flow today during rush hour,Other,neutral
南京西路站早高峰太挤了,Crowding,negative
豫园站地面有垃圾，卫生不好 during rush hour,Cleanliness,negative
汉中路站电梯方便，无障碍体验很好 today,Accessibility,positive
莘庄站有异味，环境太差 today,Cleanliness,negative
东方体育中心站人多到挤不上车 today,Crowding,negative
浦东机场站人多到挤不上车 today,Crowding,negative
Changshu Rd feels safe and well managed，请尽快处理,Safety,positive
Shaanxi S. Rd was not crowded today，请尽快处理,Crowding,positive
Oriental Sports Ctr is packed during rush hour for commuters,Crowding,negative
Pudong Intl Airport was on time today today,Delay,positive
general commuter feedback,Other,neutral
Changshu Rd feels safe and well managed，影响通勤体验,Safety,positive
东方体育中心站电梯方便，无障碍体验很好，影响通勤体验,Accessibility,positive
常熟路站等了很久还是没有车，影响通勤体验,Delay,negative
Changshu Rd has convenient accessibility，请尽快处理,Accessibility,positive
Siping Rd is packed during rush hour for commuters,Crowding,negative
汉中路站等了很久还是没有车 today,Delay,negative
曹杨路站电梯坏了，很不方便,Accessibility,negative
镇坪路站秩序很好，很安全，请尽快处理,Safety,positive
宜山路站早高峰太挤了，请尽快处理,Crowding,negative
莘庄站今天人流顺畅 during rush hour,Crowding,positive
上海火车站站有一些乘客排队，请尽快处理,Other,neutral
这个地方今天体验一般,Other,neutral
Caoyang Rd has convenient accessibility，影响通勤体验,Accessibility,positive
南京东路站广播太响，噪音很大 today,Noise,negative
陕西南路站扶梯口推搡很危险 today,Safety,negative
豫园站无障碍通道不好找 for commuters,Accessibility,negative
Siping Rd has convenient accessibility during rush hour,Accessibility,positive
Zhongshan Park is packed during rush hour during rush hour,Crowding,negative
Shaanxi S. Rd was quiet today today,Noise,positive
Jing'an Temple was not crowded today today,Crowding,positive
Longyang Road has convenient accessibility，影响通勤体验,Accessibility,positive
Shaanxi S. Rd is packed during rush hour today,Crowding,negative
大世界站今天人流顺畅，影响通勤体验,Crowding,positive
镇坪路站今天很安静，请尽快处理,Noise,positive
中山公园站施工声音太吵,Noise,negative
Xujiahui has normal passenger flow today today,Other,neutral
大世界站等了很久还是没有车 for commuters,Delay,negative
Longyang Road was not crowded today during rush hour,Crowding,positive
常熟路站地面有垃圾，卫生不好 for commuters,Cleanliness,negative
Oriental Sports Ctr feels dirty today today,Cleanliness,negative
莘庄站电梯方便，无障碍体验很好，影响通勤体验,Accessibility,positive
Siping Rd feels safe and well managed，请尽快处理,Safety,positive
Hongkou Stadium was on time today,Delay,positive
豫园站地面有垃圾，卫生不好 for commuters,Cleanliness,negative
Siping Rd is clean and comfortable for commuters,Cleanliness,positive
南京东路站等了很久还是没有车，请尽快处理,Delay,negative
这个地方今天体验一般,Other,neutral
Shaanxi S. Rd had a serious delay this morning today,Delay,negative
南京东路站今天很安静，影响通勤体验,Noise,positive
大世界站今天很准时 today,Delay,positive
Yu Garden had a serious delay this morning during rush hour,Delay,negative
东方体育中心站无障碍通道不好找，请尽快处理,Accessibility,negative
虹桥火车站站人多到挤不上车 for commuters,Crowding,negative
大世界站扶梯口推搡很危险 during rush hour,Safety,negative
Hongkou Stadium feels dirty today during rush hour,Cleanliness,negative
Nanjing Rd (E) is too noisy today during rush hour,Noise,negative
Nanjing Rd (E) is clean and comfortable，影响通勤体验,Cleanliness,positive
中山公园站无障碍通道不好找，请尽快处理,Accessibility,negative
Oriental Sports Ctr was not crowded today today,Crowding,positive
南京东路站早高峰太挤了，请尽快处理,Crowding,negative
静安寺站地面有垃圾，卫生不好，请尽快处理,Cleanliness,negative
Caoyang Rd had a serious delay this morning，影响通勤体验,Delay,negative
世纪大道站施工声音太吵 for commuters,Noise,negative
徐家汇站无障碍通道不好找，影响通勤体验,Accessibility,negative
Longyang Road elevator is broken and not accessible,Accessibility,negative
Shanghai Railway Stn has convenient accessibility during rush hour,Accessibility,positive
四平路站秩序很好，很安全，影响通勤体验,Safety,positive
Nanjing W. Rd is packed during rush hour for commuters,Crowding,negative
Zhongshan Park has normal passenger flow today，影响通勤体验,Other,neutral
Hailun Rd is too noisy today for commuters,Noise,negative
虹桥火车站站早高峰太挤了 today,Crowding,negative
虹口足球场站有异味，环境太差,Cleanliness,negative
虹桥火车站站人多到挤不上车 today,Crowding,negative
人民广场站有一些乘客排队 for commuters,Other,neutral
Jing'an Temple is packed during rush hour，影响通勤体验,Crowding,negative
镇坪路站施工声音太吵，影响通勤体验,Noise,negative
陕西南路站广播太响，噪音很大，请尽快处理,Noise,negative
乘客反馈已经收到,Other,neutral
上海火车站站有一些乘客排队，影响通勤体验,Other,neutral
南京东路站今天很安静 for commuters,Noise,positive
四平路站无障碍通道不好找 for commuters,Accessibility,negative
Xujiahui has convenient accessibility，影响通勤体验,Accessibility,positive
Laoximen is packed during rush hour，影响通勤体验,Crowding,negative
Hongqiao Railway Stn is too noisy today,Noise,negative
老西门站人多到挤不上车，请尽快处理,Crowding,negative
汉中路站早高峰太挤了 for commuters,Crowding,negative
人民广场站有异味，环境太差 today,Cleanliness,negative
Jiangsu Rd feels dirty today，请尽快处理,Cleanliness,negative
Nanjing W. Rd was not crowded today today,Crowding,positive
汉中路站电梯方便，无障碍体验很好 for commuters,Accessibility,positive
大世界站今天客流正常，请尽快处理,Other,neutral
